epoch,time,energy_loss,gamma_acc,gamma_loss,loss,time_dist_loss,val_energy_loss,val_gamma_acc,val_gamma_loss,val_loss,val_time_dist_loss
41,2020-06-04 09:48:03.413122,-5.84823046347862,0.8025531050935208,0.692958140917092,2.9686310430518525,2.2815211325982387,-31.468069482251305,0.8653612012987013,0.4874138326947796,5.919956490307133,5.464010727094604
42,2020-06-04 09:48:27.451023,-5.974377848784448,0.8050909829200822,0.6831225444625452,2.911662450494497,2.2345142838807357,-31.435880830788786,0.8656655844155844,0.48092044685394353,5.644300290712275,5.1948157246891205
43,2020-06-04 09:48:51.641590,-5.8754212061974185,0.8113087835951577,0.6674153298514526,2.858771107691245,2.1972311990459907,-31.19266190471065,0.8649553571428571,0.4703245690322086,5.478777419031953,5.039645511904456
44,2020-06-04 09:49:15.784261,-5.946241309149911,0.8159531000177651,0.6390560247477534,2.792663858068913,2.1595540746303095,-31.405383523932077,0.864549512987013,0.4561863138540149,5.4962496277736745,5.071468697443593
45,2020-06-04 09:49:39.851588,-6.044310868654502,0.8202928711011852,0.6248377965729239,2.747287437868685,2.1284939521644146,-31.357767226769212,0.8648538961038961,0.4485735263998836,5.374195213380228,4.956979454207114
46,2020-06-04 09:50:04.094305,-6.153867395861678,0.8243788544019491,0.6130696591730573,2.7060426698212536,2.099126878044058,-31.4433299239078,0.8643465909090909,0.4430900618025749,4.8837906045126545,4.472143872633988
47,2020-06-04 09:50:28.143428,-6.248362642147253,0.8273227926807604,0.6024966335949707,2.6727307524728547,2.0764824815200313,-31.6216635649023,0.864650974025974,0.4390870955551811,4.767061604716785,4.359596172726507
48,2020-06-04 09:50:52.209935,-6.382074753667317,0.831358018424993,0.5953388944040306,2.6372658256223187,2.048309005971956,-31.743749451751587,0.8642451298701299,0.4358273586471494,4.429589065654062,4.0255054564586645
49,2020-06-04 09:51:16.135874,-6.41294766908314,0.8299875643986498,0.5914743055430403,2.6154357459917654,2.0303743881178082,-31.709383038369527,0.864752435064935,0.43190907407172224,4.268827673181466,3.868627982148115
50,2020-06-04 09:51:40.324528,-6.528437614785591,0.828794761820166,0.5898648541555873,2.5822902865007284,1.998953869959927,-31.862436876835055,0.8648538961038961,0.42689357015672175,4.13341562198803,3.7383844887081437
51,2020-06-04 09:52:04.400641,-6.595712055187908,0.8346826383777884,0.5786911337256754,2.5516939462116177,1.9795985245411307,-31.750103391598394,0.8650568181818182,0.42495461753617525,3.9110524966180766,3.5178479824735
52,2020-06-04 09:52:28.588533,-6.681822930522027,0.8344288505951324,0.577097646348693,2.53513235343885,1.9647165300206797,-31.717528290764,0.8653612012987013,0.4222793145213761,3.84650286840966,3.455941082179047
53,2020-06-04 09:52:52.640100,-6.708636678350792,0.8384133187828338,0.5687751768659599,2.5107851910242642,1.948718650836655,-31.799113478111973,0.8658685064935064,0.41931622706253624,4.037835393210463,3.650318279626038
54,2020-06-04 09:53:16.801966,-6.855673441168451,0.8376011978783341,0.5681873125352545,2.4854014771288604,1.9240698380347745,-31.90574332605344,0.8656655844155844,0.4172616486882202,3.85685656186,3.4715006564978337
55,2020-06-04 09:53:40.935554,-6.893240959575951,0.8387686216785524,0.5611785950716522,2.4583396077585835,1.9040542536465073,-31.746492969381364,0.866984577922078,0.4128446255410291,4.013290640629156,3.6321925080575093
56,2020-06-04 09:54:05.393069,-6.933600945374387,0.8403928634875517,0.5587745808541653,2.4468706128909403,1.8950296329821485,-31.748573113998376,0.8666801948051948,0.4104778705389571,3.799898769579417,3.4211694721544577
57,2020-06-04 09:54:30.084197,-7.018260666309599,0.8421439991878791,0.5539250016537879,2.428399595900679,1.8814928549132002,-31.774940610235912,0.8682021103896104,0.4087487287867569,3.5864615981535977,3.209487809977076
58,2020-06-04 09:54:54.469846,-6.996532932507462,0.8434636956576911,0.5504651094836894,2.4122192871090267,1.868750710557844,-31.75457630086473,0.8707386363636364,0.40493555279347204,3.70504685040156,3.3318658739089537
59,2020-06-04 09:55:19.025633,-7.0997310434872,0.8450371799101591,0.5473889557942424,2.3971558142343397,1.856866589483585,-31.719155624067692,0.8714488636363636,0.40316400529221375,3.3713125728301057,2.9998677231619597
60,2020-06-04 09:55:43.226226,-7.162371713437142,0.8440981651143314,0.5442103218658003,2.380456058088124,1.8434081079357607,-31.91104156531085,0.8691152597402597,0.4021113659547708,3.427238661496479,3.0570383371070182
61,2020-06-04 09:56:07.552299,-7.180862694091329,0.8460523310407837,0.5403009653874221,2.368045013536043,1.8349249108427124,-31.72383220713696,0.875101461038961,0.40000953080687285,3.499572028729604,3.1312863301298677
62,2020-06-04 09:56:31.588137,-7.238941703114555,0.8488439966500013,0.5319306594274565,2.3460060846072412,1.8213143668829,-31.65858637562119,0.8754058441558441,0.39739915140038307,3.3308409799738974,2.9651004149491356
63,2020-06-04 09:56:55.872615,-7.226118672256184,0.8491231632109231,0.5326352166489356,2.3386817204216888,1.8132726224450095,-31.71397927099421,0.8766233766233766,0.3956557582999105,3.460112867699915,3.096171088670999
64,2020-06-04 09:57:19.872518,-7.322671323889716,0.8497322538892977,0.5280738915075114,2.3224705118675293,1.8017192916839084,-31.744006084536707,0.8778409090909091,0.3922413544905332,3.1140307138826038,2.753533365476607
65,2020-06-04 09:57:43.905583,-7.350100034947185,0.8511534654721722,0.522868995696909,2.309706555062489,1.7941876594005277,-31.881821091559686,0.875202922077922,0.3915761967829603,3.2904480268961227,2.930753651204722
66,2020-06-04 09:58:07.961267,-7.434619597907176,0.8505443747937974,0.5271856967452545,2.298477189734856,1.7787261125875087,-31.81522888855227,0.877536525974026,0.38920704931613737,3.2980447582086208,2.9406529377810355
67,2020-06-04 09:58:31.967093,-7.432775747655311,0.8519909651549374,0.5190416665871579,2.2905091091745655,1.778900218335063,-31.857486554056518,0.8806818181818182,0.38688074296546593,3.0663200726945354,2.7112968162831255
68,2020-06-04 09:58:56.181452,-7.437417369422926,0.8538436159683273,0.5155507453668154,2.285683580751825,1.7775702527544324,-31.73453270922347,0.8834212662337663,0.38425197491839636,3.257233077748836,2.9047156355396635
69,2020-06-04 09:59:20.177685,-7.438453107927908,0.8565845240210136,0.5128263951435343,2.272347003455734,1.7669590614201274,-31.80582315417649,0.8817978896103896,0.38337379939845356,3.0650008149371826,2.713432838692906
70,2020-06-04 09:59:44.239601,-7.496828352384534,0.85643225135142,0.510229965271423,2.2514694922367777,1.7487363553177397,-31.86459854143639,0.8848417207792207,0.381639109632709,3.1364515012189744,2.7866769901277024
71,2020-06-04 10:00:08.338894,-7.494217631797097,0.8588686140649189,0.507600088950233,2.240650296381004,1.7405444250625686,-31.79320044972394,0.8849431818181818,0.37853577990183657,2.9245208760011696,2.577778296549057
72,2020-06-04 10:00:32.351242,-7.566502947320643,0.8579042204908256,0.5031919134586038,2.2371826865090183,1.7415572759977358,-31.99555559224025,0.8784496753246753,0.3790019875303233,2.863324738552847,2.516318306614764
73,2020-06-04 10:00:56.542691,-7.591180187137099,0.8579295992690912,0.5031298253823097,2.2255444183205855,1.7300057731254137,-31.794145924285964,0.8861607142857143,0.37635034924565797,2.963460846778291,2.61890464345692
74,2020-06-04 10:01:20.727460,-7.5958848374520525,0.861228840443621,0.5004574437287386,2.2175418009673273,1.724680242076041,-31.814971951972993,0.8871753246753247,0.37413542004809075,2.7282090227487465,2.3858885746526286
75,2020-06-04 10:01:44.756029,-7.630499720014542,0.8608227799913712,0.4970111561648058,2.1995243712717945,1.7101437148270033,-31.8865844646616,0.8886972402597403,0.37177331047971257,2.6572294382961292,2.3173427122810786
76,2020-06-04 10:02:09.028202,-7.655010449180857,0.861228840443621,0.49277781058877135,2.195092256220679,1.7099694560810885,-31.774261830256513,0.890726461038961,0.3705112381796365,2.7018817688343746,2.3631447924849946
77,2020-06-04 10:02:33.162601,-7.607894128111099,0.8627515671395579,0.49319366975099305,2.195858428438092,1.71027265281521,-31.678878810453075,0.893262987012987,0.3685089782541313,2.7856362604722045,2.4488061610285263
78,2020-06-04 10:02:57.218443,-7.662680588783869,0.86221861279598,0.4907705492333549,2.1857503486470278,1.7026424800024567,-31.693712205497455,0.8912337662337663,0.3668003943899503,2.6573739678595314,2.3222672856750783
79,2020-06-04 10:03:21.329722,-7.690062053638985,0.8651879298530569,0.48468701418644083,2.1656446606604596,1.6886477085276572,-31.685040610247537,0.8949878246753247,0.36429797512765905,2.710396655794602,2.3777837212771904
80,2020-06-04 10:03:45.453953,-7.711952434643029,0.8645027028398853,0.48518095600031463,2.158758562689863,1.6812895591241905,-31.543716662386405,0.895900974025974,0.3626008417992482,2.5661004190377774,2.2350432939009153
81,2020-06-04 10:04:09.575182,-7.673615275200928,0.8664822475446032,0.48281108117980537,2.1541154692169044,1.6789780033123,-31.530596495542635,0.8934659090909091,0.36275964173947767,2.6234933579565705,2.292264312712635
82,2020-06-04 10:04:33.884607,-7.711261297655649,0.8659492932010253,0.48011876453174757,2.1434333695163827,1.6710258662822908,-31.56498645952427,0.8976258116883117,0.35996414884839706,2.7237379797969483,2.3953388174080756
83,2020-06-04 10:04:58.163920,-7.717603100388597,0.8657208841966347,0.48003812315158867,2.1429247632675827,1.6706042432163821,-31.52277304670915,0.8934659090909091,0.35896660085163684,2.4591468713937132,2.131703043588786
84,2020-06-04 10:05:22.460199,-7.709771838759828,0.866761414105525,0.4754497730816092,2.129332767779192,1.6615927665363421,-31.47896365486868,0.8967126623376623,0.3571971047667755,2.5318250979933716,2.2061069568814644
85,2020-06-04 10:05:46.656328,-7.736017055527286,0.8688932314798365,0.47378800973776686,2.1268640397739484,1.660812047091709,-31.559012063662774,0.8962053571428571,0.3548720495524322,2.395298868971332,2.0719858314825625
86,2020-06-04 10:06:10.896825,-7.770389637946182,0.867218232114306,0.4716359452445122,2.120506312591645,1.6566407569850796,-31.489319998335823,0.896002435064935,0.35430551997368487,2.4501817518451996,2.127365551869851
87,2020-06-04 10:06:34.993312,-7.771620291573994,0.869324670710352,0.4681227886295536,2.1087331820784923,1.6483820137405132,-31.500263813320732,0.8988433441558441,0.35295614473406095,2.628868112996491,2.3074122320757504
88,2020-06-04 10:06:59.318102,-7.818959910535511,0.8720401999847728,0.4645733589199425,2.0971828249118243,1.6404284259024173,-31.478204419107993,0.8989448051948052,0.3501772870478645,2.455088359559441,2.136389276930685
89,2020-06-04 10:07:23.366270,-7.772942463135372,0.87130421541507,0.4640203936984797,2.0939944500059915,1.6377469987706472,-31.401300115778998,0.8988433441558441,0.34865779208654507,2.4153121774165576,2.0980556854457912
90,2020-06-04 10:07:47.380710,-7.782268387269765,0.8709235337410857,0.4610113674488653,2.083692789106102,1.6304636900445062,-31.474305051750722,0.8996550324675324,0.3466838685189419,2.5051462873119266,2.189936723844735
91,2020-06-04 10:08:11.259191,-7.822119315835886,0.873994365911225,0.456372306057199,2.0785923092407823,1.6300421224994186,-31.371702931875173,0.9001623376623377,0.34621458147476564,2.335198240651602,2.0203553621087114
92,2020-06-04 10:08:35.484307,-7.795401359874387,0.8719894424282415,0.4612883338921955,2.074753399277529,1.6212604667452077,-31.224637543645542,0.900872564935065,0.34409501153716254,2.2719447827743378,1.9590744087808207
93,2020-06-04 10:08:59.623919,-7.8039797116908565,0.8744258051417405,0.45690336748167415,2.0700534013206098,1.6209540135506268,-31.408929705706427,0.8997564935064936,0.34295494627919343,2.295671822077734,1.9841258055042466
94,2020-06-04 10:09:23.736346,-7.8535470967620045,0.875770880389818,0.4522344525137958,2.0591925157401816,1.6148116103231476,-31.43671320454666,0.895900974025974,0.3437321252764507,2.334857656272575,2.022562244200671
95,2020-06-04 10:09:47.930023,-7.881965825418502,0.8750348958201152,0.45359004435035133,2.0674501178767373,1.6217420393518045,-31.319890763941622,0.9014813311688312,0.3390641181165069,2.380656971384779,2.0729127440322137
96,2020-06-04 10:10:12.025860,-7.856923233142335,0.8763799710681928,0.4493037170383724,2.0504005465950885,1.6089537527898583,-31.26096532856777,0.9018871753246753,0.3365648287835054,2.2565598488482204,1.951255985393283
97,2020-06-04 10:10:36.079204,-7.847652949639833,0.8753901987158338,0.44589479379919994,2.046107238996665,1.6080600981471047,-31.208570903021023,0.9014813311688312,0.3357840758621895,2.337927896714832,2.0333523917556633
98,2020-06-04 10:11:00.096073,-7.814230786960089,0.8785117884425043,0.4480937273495829,2.0429740428745324,1.6026945463119096,-31.253883174408557,0.9017857142857143,0.33514711251343887,2.270058156660494,1.9661649273214636
99,2020-06-04 10:11:24.055232,-7.879637525047008,0.8756693652767555,0.44610158068499756,2.046878830741318,1.6086568875813672,-31.169746782600757,0.9012784090909091,0.33337964451005675,2.313446252073689,2.0112363543462326
100,2020-06-04 10:11:48.100053,-7.964794836833169,0.8797553485775195,0.43783771835083807,2.029171154959513,1.5992982314455086,-31.227637034455995,0.9034090909090909,0.33062661888684397,2.192004684942277,1.8926057030898895
101,2020-06-04 10:12:12.174608,-7.949519874453238,0.8807197421516129,0.43850755212957826,2.0141388033634695,1.5835807711083445,-31.390609742698846,0.903510551948052,0.3284858198451792,2.159993982199539,1.8628987720970587
102,2020-06-04 10:12:36.540767,-7.93039651386402,0.8814557267213157,0.4360684082708036,2.017121435305899,1.5889834235489604,-31.200677821450103,0.9044237012987013,0.3267710517632452,2.1161094093110813,1.8205390353692863
103,2020-06-04 10:13:00.604153,-7.966361476450381,0.8830545897520493,0.42993271984713666,2.0026785863090892,1.580712227938403,-31.239629767241187,0.9055397727272727,0.32425570254965963,2.20277583585361,1.909759763071191
104,2020-06-04 10:13:24.688964,-7.994057107832471,0.8836383016521585,0.42985072660031415,1.997976742948096,1.5761200734556142,-31.236762028221175,0.9057426948051948,0.32237894705901593,2.2073833144790074,1.916241129448213
105,2020-06-04 10:13:48.765078,-7.936100474116438,0.8834606502042992,0.4284185845606907,1.993815907232346,1.5733334231457716,-31.160910474190416,0.9052353896103896,0.32230087265291557,2.1572483142569743,1.8661083520782489
106,2020-06-04 10:14:12.930772,-7.987615433379826,0.8835621653173616,0.4249356192615563,1.9864144957001797,1.5694664918720032,-30.95498038120756,0.9068587662337663,0.3202446554523609,2.1046518616541143,1.8153621865829608
107,2020-06-04 10:14:37.245215,-7.980338071302336,0.8839428469913458,0.4240153016909904,1.9891013625608445,1.5730663989411562,-31.09375029689375,0.906351461038961,0.3189708452754452,2.268390487149328,1.980513392170777
108,2020-06-04 10:15:01.728609,-7.991702105347234,0.885440194909017,0.4248545128652272,1.9875279881267167,1.5706651773668368,-31.288337125357696,0.9111201298701299,0.3162946937714657,2.1198992893573942,1.834892932711286
109,2020-06-04 10:15:25.913685,-7.993951897055177,0.8850087556785017,0.421047418890615,1.9787476125606123,1.5656941455670523,-31.103493609010588,0.9072646103896104,0.31538683642267856,2.099330335869342,1.815046993055674
110,2020-06-04 10:15:50.026852,-8.03297885090732,0.8859477704743294,0.42280533437142964,1.9689948707249314,1.5542225152044093,-31.088513021796107,0.9077719155844156,0.3145255347076033,2.0945968559078927,1.8111598342220854
111,2020-06-04 10:16:14.171592,-8.038776934879934,0.8862269370352511,0.41461114651916436,1.9551829539172947,1.5486105843330102,-31.149012778008867,0.9083806818181818,0.3130240172623116,2.0417403204070803,1.7598653159227775
112,2020-06-04 10:16:38.293656,-8.027874640049074,0.8880795878486409,0.41610054721673617,1.95626335038143,1.5481906778047425,-31.018446041654837,0.9094967532467533,0.3121413643580192,2.026333705062649,1.7452107867462845
113,2020-06-04 10:17:02.320575,-7.994586568863394,0.8882064817399691,0.41564926452105116,1.9511562644375378,1.5435015864853503,-30.81971256787316,0.9109172077922078,0.3126284724564431,2.0841203882866046,1.802311628398035
114,2020-06-04 10:17:26.391485,-8.061326225465717,0.8879526939573129,0.416500146216815,1.9480566286231715,1.5396178086318224,-30.933872354766333,0.9106128246753247,0.3085729707287463,2.14967702277252,1.87203792439854
115,2020-06-04 10:17:50.394287,-8.075976035282348,0.8900083749968276,0.4093414758770528,1.9396165963282723,1.5383510964865021,-31.110300563149895,0.9076704545454546,0.30982049082909846,2.086362755984067,1.8076525657181188
116,2020-06-04 10:18:14.505333,-8.129059746550572,0.8871405730528132,0.4104757016019315,1.936755487816066,1.5344088459606853,-30.86297025556971,0.9121347402597403,0.30538810259791394,1.987100249231622,1.7125751168892775
117,2020-06-04 10:18:38.720581,-8.045025341925886,0.8891708753140624,0.41271672864399517,1.9655063171551133,1.5608346138530442,-30.97027598073981,0.9103084415584416,0.31303799351196954,2.051721364594859,1.7696536470636297
118,2020-06-04 10:19:02.845011,-8.039400707274611,0.8919371621450143,0.410713398088199,1.9588125988714946,1.55613860149057,-30.77883380250857,0.9103084415584416,0.30435362329601456,2.083571222628696,1.8099964331351899
119,2020-06-04 10:19:26.825547,-8.100361204226378,0.8896276933228434,0.40587873869453583,1.925336135847002,1.527557758356692,-30.949253778316802,0.9123376623376623,0.30154847609300367,2.0322242317412367,1.7616250094265495
120,2020-06-04 10:19:51.159391,-8.122951750261965,0.8908204959013273,0.40551778993551035,1.9155843672636927,1.5181895290784444,-30.802101657016316,0.9110186688311688,0.30164513443496405,1.9925597552951029,1.721716722517155
121,2020-06-04 10:20:15.126104,-8.057804044354775,0.890972768570921,0.4054789457326655,1.918485936614643,1.5210647949263327,-30.898195925376488,0.9127435064935064,0.30040407911734185,2.102251495888363,1.832745612696398
122,2020-06-04 10:20:39.081108,-8.165231426154772,0.8936375402888105,0.3971230187950668,1.9142708216890278,1.5253130343201158,-30.707130207817002,0.9111201298701299,0.3016992089581648,1.9546422707403284,1.6836501919899804
123,2020-06-04 10:21:03.220368,-8.150900039411788,0.8911757987970459,0.39853038149029796,1.9111114061685652,1.5207319247176792,-30.757462270629695,0.9104099025974026,0.29936490735562743,1.992506158463393,1.7238987133783954
124,2020-06-04 10:21:27.370759,-8.149111685888773,0.8933076161713576,0.4000601238720006,1.9090016568024342,1.5170906446163224,-30.858591903221257,0.9125405844155844,0.29693743637674375,1.9634218161060693,1.697342971632547
125,2020-06-04 10:21:51.434431,-8.167180001030799,0.8923432225972642,0.39906845802263197,1.89834841571439,1.5074471376927894,-30.69430187651346,0.9143668831168831,0.2962579453607714,2.010080774266799,1.7445171307825413
126,2020-06-04 10:22:15.390751,-8.116955010463014,0.8933583737278887,0.39624916722820286,1.9029532158700841,1.5148210036523444,-30.696289010394086,0.9108157467532467,0.29911174896856113,1.9685841936092399,1.7001687336510731
127,2020-06-04 10:22:39.420905,-8.173185606860722,0.8934852676192168,0.3935872535955464,1.884476005624766,1.49906193763608,-30.64119635837707,0.9153814935064936,0.29295993670123754,1.9897982806450467,1.727479540302186
128,2020-06-04 10:23:03.741674,-8.208633647498512,0.894195873410654,0.390849930575275,1.8825486299488148,1.4999073330210386,-30.755092326626585,0.9146712662337663,0.2916905790135366,2.0084151018621226,1.7474796151752126
129,2020-06-04 10:23:27.782581,-8.220236486901545,0.8940182219627947,0.39199318872700695,1.8807475172420463,1.4969745650019408,-30.556100464836852,0.9158887987012987,0.2918416235365114,1.9750596308784767,1.713774107806802
130,2020-06-04 10:23:51.807968,-8.192215555441033,0.8960992817805751,0.3882996278067,1.8791756447748524,1.4990682325235936,-30.589567543475656,0.914163961038961,0.29173295598446347,1.9187118958995162,1.6575685074585287
